premises_text	Premises_text	hypothesis_text	Hipotesis_teks	id_pair	id_premis	label
Tembalang is one of the villages in Tulin Onsoi District, Nunukan Regency, East Kalimantan, Indonesia.	Tembalang adalah salah satu desa yang berada di Kecamatan Tulin Onsoi, Kabupaten Nunukan, Kalimantan Timur, Indonesia.	The village in Tulin Onsoi has no name for Tembalang.	Desa di Tulin Onsoi tidak memiliki nama untuk Tembalang.	118212	11821	c
Tembalang is one of the villages in Tulin Onsoi District, Nunukan Regency, East Kalimantan, Indonesia.	Tembalang adalah salah satu desa yang berada di Kecamatan Tulin Onsoi, Kabupaten Nunukan, Kalimantan Timur, Indonesia.	Tembalang is the name of one of the villages of Java.	Tembalang adalah nama salah satu desa di Pulau Jawa. Tembalang merupakan salah satu desa yang terletak di Kabupaten Tembalang, Jawa Tengah. Tembalang merupakan salah satu desa di Kabupaten Tembalang, Jawa Tengah. Tembalang merupakan salah satu desa di Kabupaten Tembalang, Jawa Tengah. Tembalang merupakan salah satu desa di Kabupaten Tembalang,	118213	11821	c
In the 8th century BC, Greece began to break out of the Dark Ages followed by the fall of the Mycenaean civilization.	Pada abad ke-8 SM, Yunani mulai keluar dari Abad Kegelapan yang diikuti oleh jatuhnya peradaban Mycenaean.	The Mycenaean civilization fell after Greece came out of the Dark Ages.	Peradaban Mycenaean jatuh setelah Yunani keluar dari Abad Kegelapan.	118221	11822	e
In the 8th century BC, Greece began to break out of the Dark Ages followed by the fall of the Mycenaean civilization.	Pada abad ke-8 SM, Yunani mulai keluar dari Abad Kegelapan yang diikuti oleh jatuhnya peradaban Mycenaean.	The Greeks led to the fall of the Mycenaean civilization.	Bangsa Yunani menyebabkan jatuhnya peradaban Mycenaean.	118224	11822	n
In the 8th century BC, Greece began to break out of the Dark Ages followed by the fall of the Mycenaean civilization.	Pada abad ke-8 SM, Yunani mulai keluar dari Abad Kegelapan yang diikuti oleh jatuhnya peradaban Mycenaean.	Mycenaean civilization already has quite advanced technology.	Peradaban Mycenaean sudah memiliki teknologi yang cukup canggih.	118225	11822	n
Indolife is a mobile company in the fields of Soul Insurance and Pension Funds, which has been in existence since 1991.	Indolife adalah perusahaan bergerak di bidang Asuransi Jiwa dan Dana Pensi, yang berdiri sejak tahun 1991.	Indolife has existed since 1991.	Indolife berdiri sejak tahun 1991.	118230	11823	e
Indolife is a mobile company in the fields of Soul Insurance and Pension Funds, which has been in existence since 1991.	Indolife adalah perusahaan bergerak di bidang Asuransi Jiwa dan Dana Pensi, yang berdiri sejak tahun 1991.	Indolife has existed since 2000.	Indolife berdiri sejak tahun 2000.	118233	11823	c
Indolife is a mobile company in the fields of Soul Insurance and Pension Funds, which has been in existence since 1991.	Indolife adalah perusahaan bergerak di bidang Asuransi Jiwa dan Dana Pensi, yang berdiri sejak tahun 1991.	Indolife is a multinational corporation.	Indolife adalah perusahaan multinasional.	118234	11823	n
Lake Lindu is the source of the community's livelihood as a freshwater fisher.	Danau Lindu adalah sumber mata pencaharian masyarakat sebagai nelayan air tawar.	Freshwater fish can live on Lindu Lake.	Ikan air tawar dapat hidup di Danau Lindu.	118240	11824	e
Lake Lindu is the source of the community's livelihood as a freshwater fisher.	Danau Lindu adalah sumber mata pencaharian masyarakat sebagai nelayan air tawar.	Lake Lindu is home to freshwater fish.	Danau Lindu adalah rumah bagi ikan air tawar.	118244	11824	n
Lake Lindu is the source of the community's livelihood as a freshwater fisher.	Danau Lindu adalah sumber mata pencaharian masyarakat sebagai nelayan air tawar.	Goldfish is one of the most common freshwater fish in Lindu Lake.	Ikan mas adalah salah satu jenis ikan air tawar yang paling banyak dijumpai di Danau Lindu. Ikan mas adalah ikan hias yang berasal dari Indonesia.	118245	11824	n
This orchestra, which departs from a melayu deli style of music, helps to be segregated dangdut among students.	Orkes ini, yang berangkat dari gaya musik melayu deli, membantu untuk segregasi dangdut di kalangan mahasiswa.	The orchestra uses a melayu deli style of music.	Orkes ini menggunakan gaya musik melayu deli.	118250	11825	e
This orchestra, which departs from a melayu deli style of music, helps to be segregated dangdut among students.	Orkes ini, yang berangkat dari gaya musik melayu deli, membantu untuk segregasi dangdut di kalangan mahasiswa.	The orchestra consists of five members.	Orkes ini terdiri dari lima anggota.	118254	11825	n
This orchestra, which departs from a melayu deli style of music, helps to be segregated dangdut among students.	Orkes ini, yang berangkat dari gaya musik melayu deli, membantu untuk segregasi dangdut di kalangan mahasiswa.	The song was performed only by students.	Lagu ini hanya dibawakan oleh siswa.	118255	11825	n
He also co-founded a private school for illustrations in Munich, in 1911.	Dia juga ikut mendirikan sekolah swasta untuk ilustrasi di Munich, pada tahun 1911.	In 1911, a private school in Munich was founded.	Pada tahun 1911, sebuah sekolah swasta di Munich didirikan.	118261	11826	e
He also co-founded a private school for illustrations in Munich, in 1911.	Dia juga ikut mendirikan sekolah swasta untuk ilustrasi di Munich, pada tahun 1911.	He founded a private school in Bremen.	Ia mendirikan sekolah swasta di Bremen.	118262	11826	c
He also co-founded a private school for illustrations in Munich, in 1911.	Dia juga ikut mendirikan sekolah swasta untuk ilustrasi di Munich, pada tahun 1911.	Private schools in Munich were set up for underprivileged students.	Sekolah swasta di Munich didirikan untuk siswa kurang mampu.	118264	11826	n
"As of October 2012, 76 volumes have been released."""	"Pada Oktober 2012, 76 volume telah dirilis."""	76 volumes have been released over 18 years.	76 volume telah dirilis lebih dari 18 tahun.	118271	11827	e
"As of October 2012, 76 volumes have been released."""	"Pada Oktober 2012, 76 volume telah dirilis."""	"The volume, which had been released until October 2012, totaled 80."	"Volume, yang telah dirilis sampai Oktober 2012, berjumlah 80."	118273	11827	c
"As of October 2012, 76 volumes have been released."""	"Pada Oktober 2012, 76 volume telah dirilis."""	The second volume was released in 1994.	Volume kedua dirilis pada tahun 1994.	118274	11827	n
October 20 is the 293rd day of the year (2294th in leap years) in the Gregorian calendar.	20 Oktober adalah hari ke-293 dalam tahun (2294 dalam tahun kabisat) dalam kalender Gregorian.	In leap years, October 20 is the 293rd day.	Dalam tahun kabisat, 20 Oktober adalah hari ke-293.	118282	11828	c
Bay is a subdistrict of South Purwokerto, Banyumas, Central Java, Indonesia.	Teluk adalah sebuah kecamatan di Purwokerto Selatan, Banyumas, Jawa Tengah, Indonesia.	Gulf is in Central Java, Indonesia.	Teluk berada di Jawa Tengah, Indonesia.	118290	11829	e
Bay is a subdistrict of South Purwokerto, Banyumas, Central Java, Indonesia.	Teluk adalah sebuah kecamatan di Purwokerto Selatan, Banyumas, Jawa Tengah, Indonesia.	It is located in South Java.	Terletak di Jawa Selatan.	118292	11829	n
Bay is a subdistrict of South Purwokerto, Banyumas, Central Java, Indonesia.	Teluk adalah sebuah kecamatan di Purwokerto Selatan, Banyumas, Jawa Tengah, Indonesia.	Bay is not the name of the village.	Teluk bukanlah nama desa.	118293	11829	c
"""Through the Twitter account BTS, RM also expressed enthusiasm in collaboration with Fall Out Boy."""	“Melalui akun Twitter BTS, RM juga menyampaikan antusiasme bekerjasama dengan Fall Out Boy.”	RM's enthusiasm is relayed via BTS's facebook account.	Antusiasme RM tersampaikan melalui akun facebook milik BTS.	118302	11830	c
"""Through the Twitter account BTS, RM also expressed enthusiasm in collaboration with Fall Out Boy."""	“Melalui akun Twitter BTS, RM juga menyampaikan antusiasme bekerjasama dengan Fall Out Boy.”	RM was not enthusiastic about collaborating with Fall Out Boy.	RM tidak antusias untuk berkolaborasi dengan Fall Out Boy.	118303	11830	c
"""Through the Twitter account BTS, RM also expressed enthusiasm in collaboration with Fall Out Boy."""	“Melalui akun Twitter BTS, RM juga menyampaikan antusiasme bekerjasama dengan Fall Out Boy.”	BTS and Fall Out Boy co-operation was worked on by RM.	Kerja sama BTS dan Fall Out Boy dikerjakan oleh RM.	118305	11830	n
After becoming Chairman of the High Court of West Java, he was later appointed Chief Justice at MA in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia kemudian diangkat menjadi Ketua Pengadilan Tinggi di MA pada 1974.	Before being appointed Chief Justice, he was Chairman of the High Court of West Java.	Sebelum diangkat menjadi Ketua Mahkamah Agung, ia pernah menjadi Ketua Pengadilan Tinggi Jawa Barat.	118310	11831	e
After becoming Chairman of the High Court of West Java, he was later appointed Chief Justice at MA in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia kemudian diangkat menjadi Ketua Pengadilan Tinggi di MA pada 1974.	He was appointed Chief Justice at MA in 1974.	Ia diangkat menjadi Ketua Mahkamah Agung pada 1974.	118311	11831	e
After becoming Chairman of the High Court of West Java, he was later appointed Chief Justice at MA in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia kemudian diangkat menjadi Ketua Pengadilan Tinggi di MA pada 1974.	After becoming Chairman of the High Court of West Java, he was fired in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia dipecat pada 1974.	118312	11831	c
After becoming Chairman of the High Court of West Java, he was later appointed Chief Justice at MA in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia kemudian diangkat menjadi Ketua Pengadilan Tinggi di MA pada 1974.	He was appointed Chief Justice at MA in 1980.	Ia diangkat menjadi Ketua Mahkamah Agung pada 1980.	118313	11831	c
After becoming Chairman of the High Court of West Java, he was later appointed Chief Justice at MA in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia kemudian diangkat menjadi Ketua Pengadilan Tinggi di MA pada 1974.	He left the post of Chief Justice of the High Court after being appointed Chief Justice.	Ia meninggalkan jabatan Ketua Mahkamah Agung setelah diangkat menjadi Ketua Mahkamah Agung.	118314	11831	n
After becoming Chairman of the High Court of West Java, he was later appointed Chief Justice at MA in 1974.	Setelah menjadi Ketua Pengadilan Tinggi Jawa Barat, ia kemudian diangkat menjadi Ketua Pengadilan Tinggi di MA pada 1974.	He served as Chief Justice of West Java for five years.	Ia menjabat sebagai Ketua Mahkamah Agung Jawa Barat selama lima tahun.	118315	11831	n
After the death of his father and the king of Wakanda, T'Challa must take over the throne and prove his ability to succeed as king.	Setelah kematian ayahnya dan raja Wakanda, T'Challa harus mengambil alih tahta dan membuktikan kemampuannya untuk berhasil sebagai raja.	T'Challa's father has not died.	Ayah T'Challa belum meninggal.	118322	11832	c
After the death of his father and the king of Wakanda, T'Challa must take over the throne and prove his ability to succeed as king.	Setelah kematian ayahnya dan raja Wakanda, T'Challa harus mengambil alih tahta dan membuktikan kemampuannya untuk berhasil sebagai raja.	T'Challa did not succeed as king.	T'Challa tidak berhasil sebagai raja.	118323	11832	c
After the death of his father and the king of Wakanda, T'Challa must take over the throne and prove his ability to succeed as king.	Setelah kematian ayahnya dan raja Wakanda, T'Challa harus mengambil alih tahta dan membuktikan kemampuannya untuk berhasil sebagai raja.	T'Challa's father died in the war.	Ayah T'Challa meninggal dalam perang.	118324	11832	n
The set of the Harry Potter film series' accompanying music album will be released in a new version.	Set dari seri film Harry Potter yang menyertai album musik ini akan dirilis dalam versi baru.	A new version of Harry Potter's music album set will be released.	Sebuah versi baru dari set album musik Harry Potter akan dirilis.	118331	11833	e
The set of the Harry Potter film series' accompanying music album will be released in a new version.	Set dari seri film Harry Potter yang menyertai album musik ini akan dirilis dalam versi baru.	The set of the Harry Potter film series' accompanying music album will not be released.	Set dari seri film Harry Potter yang menyertai album musik tidak akan dirilis.	118332	11833	c
The set of the Harry Potter film series' accompanying music album will be released in a new version.	Set dari seri film Harry Potter yang menyertai album musik ini akan dirilis dalam versi baru.	The set of the Harry Potter film series' accompanying music album will be released in the same version.	Set dari serial film Harry Potter yang menyertai album musik ini akan dirilis dalam versi yang sama.	118333	11833	c
The set of the Harry Potter film series' accompanying music album will be released in a new version.	Set dari seri film Harry Potter yang menyertai album musik ini akan dirilis dalam versi baru.	In 2002, the set of the Harry Potter film series' accompanying music album will be released.	Pada tahun 2002, set dari seri film Harry Potter yang menyertai album musik akan dirilis.	118334	11833	n
"The song I just created specially for the Indonesian jungle, titled ""Just For You""."	Lagu yang baru saja saya ciptakan khusus untuk rimba Indonesia ini berjudul “Just For You”.	The only song for you was created specifically.	Satu-satunya lagu untukmu diciptakan khusus.	118370	11837	e
"The song I just created specially for the Indonesian jungle, titled ""Just For You""."	Lagu yang baru saja saya ciptakan khusus untuk rimba Indonesia ini berjudul “Just For You”.	"The song ""Just For You"" is one minute long."	"Lagu ""Just For You"" berdurasi satu menit."	118374	11837	n
"The song I just created specially for the Indonesian jungle, titled ""Just For You""."	Lagu yang baru saja saya ciptakan khusus untuk rimba Indonesia ini berjudul “Just For You”.	"The creator of the song ""Just For You"" is more than one person."	"Pencipta lagu ""Just For You"" lebih dari satu orang."	118375	11837	n
